url,title,description,content,publishTime,author,category
https://vietnamnet.vn/de-xuat-to-chuc-lai-12-thanh-tra-bo-thanh-8-cuc-cua-thanh-tra-chinh-phu-2390381.html,Đề xuất tổ chức lại 12 thanh tra bộ thành 8 cục của Thanh tra Chính phủ,Thanh tra Chính phủ đề xuất thành lập mới 8 cục thanh tra trên cơ sở tổ chức lại hoạt động của 12 thanh tra bộ; 3 vụ thanh tra theo ngành  lĩnh vực hiện tại (Vụ I  Vụ II  Vụ III) sẽ được tổ chức lại thành cục.,Tổng biên tập: Nguyễn Văn Bá 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM) Đề xuất tổ chức lại 12 thanh tra bộ thành 8 cục của Thanh tra Chính phủ Thanh tra Chính phủ đề xuất thành lập mới 8 cục thanh tra trên cơ sở tổ chức lại hoạt động của 12 thanh tra bộ; 3 vụ thanh tra theo ngành  lĩnh vực hiện tại (Vụ I  Vụ II  Vụ III) sẽ được tổ chức lại thành cục. Đây là một trong các nội dung của dự thảo Nghị định Chính phủ quy định chức năng  nhiệm vụ  quyền hạn và cơ cấu tổ chức của Thanh tra Chính phủ đang được Bộ Tư pháp nghiên cứu  thẩm định. Thực hiện kết luận của Bộ Chính trị  Ban Bí thư  Thanh tra Chính phủ sẽ tiếp nhận chức năng  nhiệm vụ thanh tra của 12 thanh tra bộ. Cơ quan này dự kiến thành lập mới 8 cục thanh tra  giải quyết khiếu nại  tố cáo theo lĩnh vực trên cơ sở tổ chức  hoạt động của 12 thanh tra bộ trước đây; 3 vụ thanh tra theo ngành  lĩnh vực hiện tại (Vụ I  Vụ II  Vụ III) sẽ được tổ chức lại thành cục  mỗi cục có 80-200 công chức. Trong khi đó  Văn phòng dự kiến có thêm chức năng chuyển đổi số  quản lý Cổng thông tin điện tử của Thanh tra Chính phủ và Trung tâm thông tin. 3 cục thanh tra  giải quyết khiếu nại  tố cáo theo địa bàn như hiện nay gồm Cục I  Cục II  Cục III  được Thanh tra Chính phủ đề xuất giữ nguyên. Cục Giám sát  thẩm định và xử lý sau thanh tra dự kiến được sắp xếp  tổ chức lại thành 2 cục gồm: Cục Giám sát và thẩm định; Cục Theo dõi  đôn đốc và xử lý sau thanh tra. Ngoài ra  dự thảo đề xuất hợp nhất Trường Cán bộ thanh tra và Viện Chiến lược và khoa học thanh tra thành Trường Cán bộ thanh tra theo kết luận của Bộ Chính trị  Ban Bí thư. Tạp chí Thanh tra sáp nhập vào Báo Thanh tra. Trong cơ cấu tổ chức của Thanh tra Chính phủ tại dự thảo nghị định trên không tổ chức Văn phòng Đảng - Đoàn thể. Việc tổ chức đơn vị này thực hiện theo quy định của Trung ương và hướng dẫn của Đảng ủy Chính phủ. Cơ cấu tổ chức của Thanh tra Chính phủ được đề xuất bao gồm 22 đơn vị: Vụ Pháp chế; Vụ Tổ chức cán bộ; Vụ Kế hoạch - Tài chính; Văn phòng; Vụ Hợp tác quốc tế; Cục Thanh tra  giải quyết khiếu nại  tố cáo khu vực phía Bắc (Cục I); Cục Thanh tra  giải quyết khiếu nại  tố cáo khu vực miền Trung (Cục II); Cục Thanh tra  giải quyết khiếu nại  tố cáo khu vực miền Nam (Cục III); Cục Phòng  chống tham nhũng  lãng phí  tiêu cực ( Cục IV); Cục Thanh tra  giải quyết khiếu nại  tố cáo lĩnh vực nội chính  nội vụ  dân tộc  tôn giáo (Cục V); Cục Thanh tra  giải quyết khiếu nại  tố cáo lĩnh vực tài chính  ngân hàng (Cục VI); Cục Thanh tra  giải quyết khiếu nại  tố cáo lĩnh vực xây dựng (Cục VII); Cục Thanh tra  giải quyết khiếu nại  tố cáo lĩnh vực nông nghiệp và môi trường (Cục VIII); Cục Thanh tra  giải quyết khiếu nại  tố cáo lĩnh vực công thương (Cục IX); Cục Thanh tra  giải quyết khiếu nại  tố cáo lĩnh vực y tế  giáo dục (Cục X); Cục Thanh tra  giải quyết khiếu nại tố cáo lĩnh vực văn hóa  thể thao  du lịch  ngoại giao (Cục XI); Cục Thanh tra  giải quyết khiếu nại  tố cáo lĩnh vực khoa học và công nghệ (Cục XII); Cục Giám sát và Thẩm định (Cục XIII); Cục Theo dõi  đôn đốc và xử lý sau thanh tra (Cục XIV); Ban Tiếp công dân Trung ương; Báo Thanh tra; Trường Cán bộ Thanh tra. Ban Tiếp công dân Trung ương trực tiếp quản lý Trụ sở Tiếp công dân Trung ương tại Hà Nội và TPHCM. Đề xuất dừng hoạt động 12 thanh tra bộ  chuyển về Thanh tra Chính phủ trước 30/5 Bộ Chính trị  Ban Bí thư đồng ý kết thúc hoạt động thanh tra bộ  sở và huyện Đề xuất bỏ thanh tra huyện  thanh tra sở  thanh tra tổng cục Điều ngỡ ngàng từ kết luận thanh tra dự án bệnh viện Bạch Mai  Việt Đức cơ sở 2 Gỡ khó loạt dự án trong diện thanh tra tại TPHCM  Đà Nẵng và Khánh Hòa Thủ tướng: Tinh gọn thanh tra theo hướng 2 cấp Trung ương và địa phương 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM),Sat Apr 12 08:32:00 ICT 2025,Thế Vinh,de-xuat-to-chuc-lai-12-thanh-tra-bo-thanh-8-cuc-cua-thanh-tra-chinh-phu-2390381.html
