url,title,description,content,publishTime,author,category
https://vietnamnet.vn/bo-truong-noi-vu-se-co-them-che-do-voi-can-bo-khong-chuyen-trach-bi-cho-nghi-2392242.html,Bộ trưởng Nội vụ: Sẽ có thêm chế độ với cán bộ không chuyên trách bị cho nghỉ,Bộ trưởng Nội vụ Phạm Thị Thanh Trà cho biết Bộ đang tham mưu Chính phủ xây dựng thêm chế độ chính sách đối với số cán bộ không chuyên trách thuộc diện phải nghỉ việc.,Tổng biên tập: Nguyễn Văn Bá 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM) Bộ trưởng Bộ Nội vụ: Sẽ thêm chế độ với cán bộ không chuyên trách nghỉ việc Bộ trưởng Nội vụ Phạm Thị Thanh Trà cho biết Bộ đang tham mưu Chính phủ xây dựng thêm chế độ chính sách đối với số cán bộ không chuyên trách thuộc diện phải nghỉ việc. Ủy ban Thường vụ Quốc hội hôm nay (17/4) họp cho ý kiến về báo cáo của Chính phủ về việc thực hiện cải cách tiền lương  điều chỉnh lương hưu  trợ cấp bảo hiểm xã hội  trợ cấp ưu đãi người có công và trợ cấp xã hội. Phó Chủ tịch Quốc hội Nguyễn Khắc Định nhận định  trong điều kiện đất nước ta còn nhiều khó khăn thì đợt điều chỉnh tăng lương năm 2024 là một thành tựu đáng ghi nhận  được cán bộ  đảng viên  nhân dân  những người hưởng lương từ chính sách đánh giá rất cao. Tuy nhiên  nhiệm vụ sắp tới rất nặng nề khi vừa phải cân đối tiền lương với chi ngân sách trong bối cảnh đặt mục tiêu tăng trưởng trên 8%  đàm phán thuế đối ứng với Mỹ còn nhiều phức tạp. Ông Nguyễn Khắc Định đề nghị gắn chính sách tiền lương với công cuộc sắp xếp bộ máy  tinh giảm biên chế  xây dựng bộ máy tinh  gọn  mạnh. Theo đó  ngân sách sẽ phải dành ra một phần chi cho những người thôi việc  nghỉ sớm. Trong khi đó  hiện nay  các đơn vị sự nghiệp công  tự chủ hoàn toàn hoặc tự chủ một phần không được sử dụng ngân sách nhà nước để chi trả cho những viên chức về hưu sớm hoặc thôi việc. Vì vậy  ông Định đề nghị cần có cơ chế hỗ trợ cho những đơn vị sự nghiệp công này. Bộ trưởng Bộ Nội vụ Phạm Thị Thanh Trà cho biết sẽ tiếp thu ý kiến đóng góp của Ủy ban Văn hóa và Xã hội  hoàn thiện báo cáo; đề xuất Ban chấp hành Trung ương đánh giá Nghị quyết 27 để làm cơ sở cho giải pháp căn cơ  chiến lược đối với việc thực hiện chính sách tiền lương lâu dài. Bộ Nội vụ hiện hướng dẫn địa phương thực hiện Nghị quyết 27 theo Nghị định 178  bổ sung Nghị định 67  đồng thời tiếp tục thực hiện Nghị định 177. Cùng với đó  Bộ Nội vụ đang tham mưu xây dựng thêm chính sách cho đối tượng là cán bộ không chuyên trách bị cho nghỉ theo tinh thần chung của các cấp có thẩm quyền. Công văn số 03 của Ban Chỉ đạo sắp xếp đơn vị hành chính các cấp và xây dựng mô hình tổ chức chính quyền địa phương 2 cấp nêu rõ: Kết thúc việc sử dụng người hoạt động không chuyên trách ở cấp xã từ ngày 1/8/2025. Tính đến hết năm 2021  cả nước có 436.617 người hoạt động không chuyên trách tại xã  thôn  tổ dân phố. Trong mấy năm qua  số lượng này tăng thêm 7.418 người. Như vậy  ước tính cả nước có hơn 444.000 người hoạt động không chuyên trách. Hiện nay việc giải quyết chế độ  chính sách với người hoạt động không chuyên trách khi sáp nhập xã được thực hiện theo Nghị định 29/2023 của Chính phủ về tinh giản biên chế. Theo đó  người hoạt động không chuyên trách ở cấp xã  thôn  tổ dân phố dôi dư do sắp xếp đơn vị hành chính được hưởng trợ cấp khi nghỉ việc trong khoảng thời gian từ khi có quyết định sắp xếp của cấp có thẩm quyền đến trước thời điểm kết thúc lộ trình sắp xếp. Tổng Bí thư trả lời câu hỏi về lựa chọn cán bộ khi sáp nhập tỉnh  xã Tổng Bí thư: Không có chỗ cho cán bộ cơ hội  bon chen  lừng chừng  ngại đổi mới Bí thư Khánh Hòa nói về sắp xếp cán bộ  tỉnh lỵ khi sáp nhập với Ninh Thuận Số cán bộ  công chức cần tinh giản khi sáp nhập TPHCM  Bình Dương  Bà Rịa – Vũng Tàu Chấm dứt sử dụng cán bộ không chuyên trách xã  ai đủ trình độ có thể về thôn Bố trí nhà công vụ  phương tiện đi lại cho cán bộ  công chức sau sáp nhập tỉnh cán bộ không chuyên trách 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM),Thu Apr 17 14:59:00 ICT 2025,Thế Vinh,bo-truong-noi-vu-se-co-them-che-do-voi-can-bo-khong-chuyen-trach-bi-cho-nghi-2392242.html
