url,title,description,content,publishTime,author,category
https://vietnamnet.vn/4-truong-pho-thong-co-hoc-phi-cao-nhat-tphcm-len-toi-gan-1-ty-dong-nam-2391288.html,4 trường phổ thông có học phí cao nhất TPHCM  lên tới gần 1 tỷ đồng/năm,Ở khối tư thục  Trường quốc tế Bắc Mỹ có học phí cao nhất tới 843 4 triệu/năm. Ở khối công lập  Trường quốc tế Việt Nam - Phần Lan trực thuộc Đại học Tôn Đức Thắng có học phí lên tới gần 700 triệu/năm.,Tổng biên tập: Nguyễn Văn Bá 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM) 4 trường phổ thông có học phí cao nhất TPHCM  lên tới gần 1 tỷ đồng/năm Ở khối tư thục  Trường quốc tế Bắc Mỹ có học phí cao nhất tới 843 4 triệu/năm. Ở khối công lập  Trường quốc tế Việt Nam - Phần Lan trực thuộc Đại học Tôn Đức Thắng có học phí lên tới gần 700 triệu/năm. Trường tư thục mức học phí cao nhất là 843 4 triệu/năm Trường TH-THCS-THPT Quốc tế Bắc Mỹ công bố học phí năm 2025-2026. Đây là trường tư thục do Sở GD-ĐT quản lý có học phí cao nhất TPHCM hiện nay cho lớp 1-12  dao động từ 514.560.000 đồng tới 843.470.000 đồng. Trong đó học phí lớp 1-5 là 514.560.000 đồng  giảm 10% còn 463.104.000 đồng nếu đóng trước 30/4; đóng trước 31/5 giảm còn 488.832.000 đồng. Học phí lớp 6-10 là 689.240.000 đồng  giảm 10% còn 620.316.000 đồng nếu đóng trước 30/4; đóng trước 31/5 giảm còn 654.778.000 đồng. Lớp 11 và 12 có học phí cao nhất với 843.470.000 đồng  giảm 10% còn 759.123.000 đồng nếu đóng trước 30/4; đóng trước 31/5 giảm còn 801.296.500 đồng. Ngoài học phí  học sinh còn đóng các phí như: phí nhập học 40.000.000 đồng  phí hồ sơ đầu vào 5.600.000 đồng; đồng phục 2.900.000-5.400.0000 đồng; tùy từng lớp; phí bán trú tiểu học 35.400.000 đồng/năm; phí bán trú trung học 40.900.000 đồng/năm; phí nội trú tiểu học từ 94.500.000 đến 115.200.000 đồng/năm; phí nội trú trung học 110.300.000-135.600.000 đồng/năm; xe đưa đón từ 13.000.000 đến 40.000.000 đồng/năm  tùy quãng đường. Trường TH-THCS-THPT Nam Úc cũng công bố học phí năm học 2025-2026. Học phí lớp 1-12 dao động từ 316.940.000 đồng đến 521.514.000 đồng. Trong đó  học phí lớp 1 và 2 là 316.940.000 đồng. Học phí lớp 3 và 4 là 363.216.000 đồng. Học phí lớp 5 là 404.628.000 đồng. Học phí lớp 6 và 7 là 450.828.000 đồng. Học phí lớp 8 và 9 là 485.100.000 đồng. Học phí lớp 10-12 là 521.514.000 đồng. Trường áp dụng giảm 35% cho phụ huynh đóng trước 15/2; giảm 30% cho phụ huynh đóng trước 30/4 và giảm 25% cho phụ huynh đóng trước 30/6. Các khoản phí khác như: phí hồ sơ 1.000.000 đồng; phí nhập học 25.000.000 đồng; phí giữ chỗ 25.000.000 đồng... Trường TH-THCS-THPT Tesla  có học phí lớp 1-12 dao động từ 245.500.000 đồng đến 616.390.000 đồng. Trong đó lớp 1 và 2 có học phí là 245.500.000 đồng; Lớp 3 và 4 là 268.500.000 đồng; Lớp 5 là 295.000.000 đồng. Lớp 6-8 là 377.360.000 đồng; Lớp 9 là 408.100.000 đồng; Lớp 10 là 477.000.000 đồng; Lớp 11 và 12 là 616.390.000 đồng. Nhà trường áp dụng giảm 10% cho phụ huynh đóng trước 31/3 và 5% cho phụ huynh đóng trước 31/5. Trường công lập cao nhất gần 700 triệu/năm Trường quốc tế Việt Nam - Phần Lan trực thuộc Đại học Tôn Đức Thắng là trường phổ thông công lập có học phí cao nhất TPHCM hiện nay  mức cao nhất lên tới gần 700 triệu/năm. Chương trình quốc tế chính khóa lớp 1 đến 12 có học phí dao động từ 457.590.000 đồng đến 639.240.000 đồng. Trong đó các lớp 1  2  3  4  5 học phí là 457.590.000 đồng. Nếu đóng nguyên năm trước ngày 28/5 sẽ giảm 10% còn 411.831.000 đồng; đóng trước ngày 17/7 giảm 5% còn 434.710.500 đồng. Tuy nhiên  nếu phải tách biệt 2 học kỳ 1 và 2 thì mức đóng lên tới 494.190.000 đồng. Học sinh lớp 6  7 có học phí là 499.230.000 đồng. Nếu đóng trước ngày 28/5 còn 449.307.000 đồng; trước ngày 17/7 còn 474.268.500 đồng; nếu chia 2 học kỳ thì mức đóng là 539.170.000 đồng. Các lớp 8  9  10 có học phí là 525.690.000 đồng. Nhà trường cũng áp dụng mức giảm 10% cho phụ huynh đóng trước 28/5 và 5% cho phụ huynh đóng trước 17/7. Ở bậc học này nếu chia 2 học kỳ  mức đóng là 567.750.000 đồng. Học phí cao nhất là lớp 11 và 12 với mức đóng nguyên năm là 639.240.000 đồng. Nếu chia thành 2 học kỳ mức đóng là 690.380.000 đồng. Nhà trường giảm 5-10% cho học sinh đóng trước 28/5 và 17/7. Đối với chương trình song ngữ  học phí các lớp 1-12 dao động từ 246.162.000 đồng đến 313.740.000 đồng. Theo quy định của nhà trường  học phí năm học hoặc học phí học kỳ 1 đóng trước khi năm học bắt đầu; học phí học kỳ 2 đóng trước khi học kỳ 2 bắt đầu. Trường hợp phụ huynh không thanh toán học phí đúng thời hạn quy định  nhà trường áp dụng mức phí chậm thanh toán là 0 05%/ngày trên tổng số phí chưa thanh toán cho mỗi ngày trễ hạn. Sau 15 ngày kể từ ngày hết hạn thanh toán  ngoài việc áp dụng lãi suất chậm thanh toán nói trên  nhà trường sẽ tạm đình chỉ học đối với học sinh đồng thời giữ lại các hồ sơ liên quan cho đến khi việc thanh toán được hoàn tất. Học phí chương trình song ngữ tại Trường quốc tế Việt Nam - Phần Lan. Trường quốc tế Việt Úc theo mô hình trường THPT quốc tế công lập do UBND TPHCM thành lập  Sở GD-ĐT quản lý có học phí năm học 2025-2026 cho lớp 10 là 213.180.000 đồng; lớp 11 là 221.595.000 đồng; lớp 12: 224.400.000 đồng. Ngoài học phí có các khoản phí như: ghi danh 3.500.000 đồng; tạm ứng sách giáo khoa và tài liệu học tập là 5.000.000 đồng; tiền ăn  xe đưa đón tùy theo đăng ký của học sinh… 10 thí sinh thì 5 em bị điểm Toán dưới 2 trong kỳ thi thử lớp 10 trường chuyên Top 30 trường tuyển nhiều chỉ tiêu lớp 10 nhất TPHCM  có số 1 'bất bại' điểm chuẩn TPHCM công bố chỉ tiêu lớp 10 năm 2025 của 110 trường công lập Trường phổ thông công lập có học phí cao nhất TPHCM lên tới gần 700 triệu/năm Cần thêm 8.200 tỷ đồng để miễn học phí cho học sinh cả nước 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM),Tue Apr 15 09:43:26 ICT 2025,Lê Huyền,4-truong-pho-thong-co-hoc-phi-cao-nhat-tphcm-len-toi-gan-1-ty-dong-nam-2391288.html
