url,title,description,content,publishTime,author,category
https://vietnamnet.vn/ha-noi-va-tphcm-chim-trong-bui-lot-top-thanh-pho-o-nhiem-toan-cau-2391614.html,Hà Nội và TPHCM chìm trong bụi  lọt top thành phố ô nhiễm toàn cầu,Tình trạng ô nhiễm không khí ở Hà Nội và TPHCM thường xuyên ở mức báo động  ảnh hưởng nghiêm trọng đến sức khỏe cộng đồng  người dân. Theo Bộ NN&MT  cần những giải pháp cấp bách cũng như tổng thể để xử lý.,Tổng biên tập: Nguyễn Văn Bá 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM) Hà Nội và TPHCM chìm trong bụi  lọt top thành phố ô nhiễm toàn cầu  Bộ NN&MT nói gì? Tình trạng ô nhiễm không khí ở Hà Nội và TPHCM thường xuyên ở mức báo động  ảnh hưởng nghiêm trọng đến sức khỏe cộng đồng  người dân. Theo Bộ NN&MT  cần những giải pháp cấp bách cũng như tổng thể để xử lý. Theo hệ thống quan trắc không khí IQAir  vào lúc 7h30 sáng 12/4  chỉ số chất lượng không khí AQI của Hà Nội ở mức 174  đứng thứ 2 trong "top" các thành phố ô nhiễm không khí nhất thế giới. Chất lượng không khí ở mức màu đỏ “không lành mạnh”. TPHCM có chất lượng không khí ở mức màu vàng “trung bình ” xếp thứ 34 trong số 125 thành phố ô nhiễm nhất. Trước đó  sáng ngày 7/1/2025  Hà Nội xếp hạng 1 trong số các thành phố ô nhiễm nhất thế giới  với chỉ số AQI là 264  mức "rất không tốt cho sức khỏe". TPHCM cũng xếp thứ 3  với chỉ số AQI là 193  mức đỏ "không lành mạnh". Nhiều nguồn gây ô nhiễm không khí Bộ Nông nghiệp và Môi trường (NN&MT) đánh giá  vấn đề ô nhiễm môi trường tại các đô thị lớn đã hình thành trong nhiều năm gần đây  tập trung tại hai khu vực kinh tế trọng điểm phía Bắc (xung quanh “vùng Thủ đô” Hà Nội) và phía Nam (xung quanh khu vực TPHCM). Thành phần ô nhiễm chủ yếu đã được xác định là bụi đường  bụi PM10 và bụi mịn PM2.5  và xảy ra vào các tháng mùa đông  mùa xuân (từ tháng 10 đến tháng 4 năm sau). Ở Hà Nội  mức ô nhiễm cao hơn TPHCM do điều kiện khí hậu  thời tiết bất lợi. Về các nguồn chính gây ô nhiễm không khí  theo Bộ NN&MT  do nhiều nguyên nhân. Đầu tiên là do hoạt động giao thông bao gồm bụi đường; khí thải từ phương tiện giao thông cũ  nát; xe tải chạy dầu DO cũ; xe chở vật liệu xây dựng (đặc biệt là tại Hà Nội). Ngoài ra hoạt động sản xuất công nghiệp mà trọng tâm là 4 nhóm ngành sản xuất vật liệu xây dựng  xi măng; nhà máy nhiệt điện; sản xuất sắt thép. Quá trình đô thị hoá diễn ra mạnh mẽ tại các khu đô thị hiện nay  do các công trình không che chắn  không có biện pháp ngăn bụi phát tán gây nên tình trạng ô nhiễm không khí. Một nguyên nhân khác dẫn đến ô nhiễm không khí là các hoạt động đốt hở; đốt rác; phụ phẩm nông nghiệp; hoạt động dân sinh. Hoạt động này diễn ra phổ biến tại các điểm tập kết rác; đốt rơm rạ ngoài cánh đồng sau thu hoạch; đốt sinh khối để sưởi ấm; nướng thực phẩm ở khu vực ẩm thực; đốt vàng mã. Đặc biệt với Hà Nội  do nằm trong vùng khí hậu gió mùa  bao quanh là dãy núi cao phía Tây  độ ẩm cao  ít mưa  nghịch nhiệt  không gió; gây nên hiện tượng chất ô nhiễm không thể khuếch tán  lắng đọng. Kiểm soát xe tải vào giờ cao điểm  hạn chế xe cũ… Thứ trưởng Bộ NN&MT Lê Công Thành cho biết  tình trạng ô nhiễm không khí ngày càng diễn biến phức tạp  vượt khả năng kiểm soát cục bộ. Bộ đã đề xuất Chính phủ chỉ đạo thực hiện một loạt giải pháp tổng thể  đồng bộ hơn. Về giải pháp khẩn cấp  Bộ NN&MT cho rằng  các địa phương  nhất là Hà Nội và TPHCM cần tăng cường các biện pháp rửa đường  phun nước giảm bụi  tăng cường cây xanh. Đặc biệt  chúng ta cần giám sát công trình xây dựng gây bụi bẩn; kiểm soát xe tải vào giờ cao điểm  hạn chế xe cũ… Bộ NN&MT cũng đề xuất rà soát  cập nhật chính sách kiểm soát khí thải  ưu đãi cho giao thông xanh  quy định kỹ thuật về quan trắc và giám sát khí thải tự động. Xây dựng dữ liệu tích hợp cảnh báo – chỉ huy – giám sát để kết nối toàn bộ thông tin nguồn thải và công bố công khai cho người dân. Về kiểm soát nguồn thải  cần kiểm kê và phân loại các nguồn phát sinh khí thải để xác định chính xác mức độ ô nhiễm từng khu vực. Các cơ sở vi phạm sẽ bị xử lý nghiêm. Với khí thải phương tiện giao thông  Bộ kiến nghị phát triển hệ thống giao thông công cộng thân thiện môi trường và hạn chế xe cá nhân. Các điểm nóng ô nhiễm sẽ được trang bị cảm biến phát hiện nhanh  cảnh báo từ xa  đặc biệt tại các điểm có nguy cơ đốt hở hoặc phát tán khí thải bất thường. Ô nhiễm không khí 'có chân'  Hà Nội cần mở rộng phạm vi xử lý nguồn thải Hạn chế xe gây ô nhiễm ở Ba Đình  Hoàn Kiếm: Cần rõ số tiền hỗ trợ dân đổi xe? Ô nhiễm không khí 'có chân'  Hà Nội cần mở rộng phạm vi xử lý nguồn thải Tăng cường kiểm soát ô nhiễm không khí tại Bà Rịa Vũng Tàu Trời Hà Nội mù mịt trong ngày ô nhiễm không khí ở tốp đầu thế giới 0919 405 885 (Hà Nội) 0919 435 885 (Tp.HCM),Wed Apr 16 05:00:00 ICT 2025,Vũ Điệp,ha-noi-va-tphcm-chim-trong-bui-lot-top-thanh-pho-o-nhiem-toan-cau-2391614.html
